"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"SCR1200C","Lyndons Screed Clamped Handle — 1200mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","1200mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR1500C","Lyndons Screed Clamped Handle — 1500mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","1500mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR1800C","Lyndons Screed Clamped Handle — 1800mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","1800mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR2100C","Lyndons Screed Clamped Handle — 2100mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","2100mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR2400C","Lyndons Screed Clamped Handle — 2400mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","2400mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR2700C","Lyndons Screed Clamped Handle — 2700mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","2700mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR3000C","Lyndons Screed Clamped Handle — 3000mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","3000mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"SCR3600C","Lyndons Screed Clamped Handle — 3600mm","Lyndons","Lyndons (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","3600mm","‘Clamp-on’ style handle, which may be reversed to the working face for second use. Fitted with end plugs and powder-coated for ease of clean up.","https://lyndons.com.au/products/safety-ppe-hand-tools/lyndons-screed-clamped-handle","https://lyndons.com.au/media/cache/435x435_webp/1/2/262/k96WvHQvSgQnF0JG/tiueajszim80804g.webp","","","2026-09-21"
"GLOV044","Gloves Prosense Lite Grip size 10","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Nitrile foam coated nylon gives excellent dexterity
Nylon liner makes this glove lightweight and breathable
Ideal for production line and small parts handling
Anti static liner","https://lyndons.com.au/products/safety-hand-protection/lite-grip-glove","https://lyndons.com.au/media/cache/435x435_webp/0/1/261/7DfSj3IURkgdCSTj/83o4tpctx5wkk40w.webp","","No brand is identified on the source listing.","2026-09-21"
"LUBR144","Liquid Lanolin Heavy Duty 400GRM","Lanotec","Lanotec (brand listed by Lyndons; exact manufacturer not independently verified)","Lubricants","Pack / unit: confirm with branch","Protection of electrical components &amp; connectors, including battery terminals, boxes, connectors, outboard motors and pumps – non conductive to 70kV","https://lyndons.com.au/products/grease-lubricants-and-degreasers/liquid-lanolin-heavy-duty-400grm","https://lyndons.com.au/media/cache/435x435_webp/2/0/260/uW1Yun3egRRv5o5n/h1vkqj7ub08w0wwo.webp","https://lanotec.com.au/","","2026-09-21"
"LUBR146","Liquid Lanolin General Purpose 400GRM","Lanotec","Lanotec (brand listed by Lyndons; exact manufacturer not independently verified)","Lubricants","Pack / unit: confirm with branch","Cleans, rejuvenates and extends the life of metal, timber, vinyl, plastic, leather, rubber, fibreglass and powder coated surfaces","https://lyndons.com.au/products/grease-lubricants-and-degreasers/liquid-lanolin-general-purpose-400grm","https://lyndons.com.au/media/cache/435x435_webp/1/9/259/RhuIi9Yd1uGzegOQ/gapifowvfp4wscc4.webp","https://lanotec.com.au/","","2026-09-21"
"ACLH001","Liquid Hammer — 750ML","Liquid Hammer","Liquid Hammer (brand listed by Lyndons; exact manufacturer not independently verified)","Sealants & chemicals","750ML","Liquid Hammer is non corrosive, so it's user and equipment safe. The unique formula is foamed onto the concrete surface where it is absorbed and broken down into a paste that you can brush or wash off. Clean concrete, cement and mortar off your tools, machinery, vehicles and do it safely","https://lyndons.com.au/products/chemicals-cleaning-solutions/liquid-hammer","https://lyndons.com.au/media/cache/435x435_webp/0/8/258/pSMuvaqWcJ8RYjWu/i0poksstsfswsk40.webp","","","2026-09-21"
"ACLH005","Liquid Hammer — 5LTR Concentrate","Liquid Hammer","Liquid Hammer (brand listed by Lyndons; exact manufacturer not independently verified)","Sealants & chemicals","5LTR Concentrate","Liquid Hammer is non corrosive, so it's user and equipment safe. The unique formula is foamed onto the concrete surface where it is absorbed and broken down into a paste that you can brush or wash off. Clean concrete, cement and mortar off your tools, machinery, vehicles and do it safely","https://lyndons.com.au/products/chemicals-cleaning-solutions/liquid-hammer","https://lyndons.com.au/media/cache/435x435_webp/0/8/258/pSMuvaqWcJ8RYjWu/i0poksstsfswsk40.webp","","","2026-09-21"
"ACLH020","Liquid Hammer — 20LTR Concentrate","Liquid Hammer","Liquid Hammer (brand listed by Lyndons; exact manufacturer not independently verified)","Sealants & chemicals","20LTR Concentrate","Liquid Hammer is non corrosive, so it's user and equipment safe. The unique formula is foamed onto the concrete surface where it is absorbed and broken down into a paste that you can brush or wash off. Clean concrete, cement and mortar off your tools, machinery, vehicles and do it safely","https://lyndons.com.au/products/chemicals-cleaning-solutions/liquid-hammer","https://lyndons.com.au/media/cache/435x435_webp/0/8/258/pSMuvaqWcJ8RYjWu/i0poksstsfswsk40.webp","","","2026-09-21"
"LIME020","Lime Plaster 20KG","Sebelco Australia","Sebelco Australia (brand listed by Lyndons; exact manufacturer not independently verified)","Render & finishes","Pack / unit: confirm with branch","Lime Plaster 20KG","https://lyndons.com.au/products/rendering-products-equipment-bagged-render/lime-plasterers-20kg","https://lyndons.com.au/media/cache/435x435_webp/2/7/257/oNX1fhfOVOp9iHmG/sb6rs0xyt40k08ks.webp","","","2026-09-21"
"LTUF020","Level Floor Tuff 20kg Bag (100MPA)","Dribond","Dribond (brand listed by Lyndons; exact manufacturer not independently verified)","Concrete & cement","Pack / unit: confirm with branch","A resin-modified, fast-setting, cement-based compound for use as a levelling compound and repair screed. Its smooth texture and high fluidity allow ease of placement, trowelling, feather edging and finish. A high-strength, hard-wearing, chemical-resistant, resin-modified, cement-based, floor levelling and repair compound for internal and external use.
Level Floor Tuff performs like a sheet of steel levelling internal or external concrete floors in warehouses, driveways, parking lots, walkways, balconies etc","https://lyndons.com.au/products/concreting-products-cement-and-accessories-levelling-compounds/level-floor-tuff-20kg-bag-100mpa","https://lyndons.com.au/media/cache/435x435_webp/1/6/256/5h49F9WQ1VLohO9F/4cmrbujshq80g0ww.webp","","","2026-09-21"
"LEAK001","Leakmaster 320ml Cartridge","FOSROC","FOSROC (brand listed by Lyndons; exact manufacturer not independently verified)","Bonding & sealants","Pack / unit: confirm with branch","Leakmaster is applied to non-moving/low movement joints in civil engineering, construction and water services for seals
where conventional solid waterstops cannot be applied easily.
For bonding Hydrotite profiles to rough concrete surfaces
Water sealing joints of cast in-situ concrete
Water sealing around “H” section steel joists
Sealing against rough surfaces
Water sealing in shotcrete
Sealing joints in pre-cast box culverts
Excellent for pipe penetration
To provide sealing around traditional heat welded PVC and Hydrotite waterstop joins to provide a ‘belts and braces’ seal before a concrete pour","https://lyndons.com.au/products/bonding-sealants-sealants/leakmaster-320ml","https://lyndons.com.au/media/cache/435x435_webp/0/5/255/kf8mpLDQ066MJY9F/qkqb20tljrkcs8k0.webp","https://www.fosroc.com.au/","","2026-09-21"
"HOSE515","Layflat Hose HD 50mm x 20m Inc Fittings","Brand not listed","Not identified by the source","Machinery","Pack / unit: confirm with branch","Lay Flat Hose is a lightweight, reinforced PVC that can roll flat & save space. Suitable For Submersible Pumps","https://lyndons.com.au/products/machinery-equipment-machine-accessories/layflat-hose-hd-50mm-x-20m-inc-fittings","https://lyndons.com.au/media/cache/435x435_webp/0/6/2406/2VTyaNo5kFcWQBms/hose515.webp","","No brand is identified on the source listing.","2026-09-21"
"LEVE0512","Laser Automatic Level AT-B4 24 x magnification","TOPCON","TOPCON (brand listed by Lyndons; exact manufacturer not independently verified)","Machinery","Pack / unit: confirm with branch","AT-B Series - Auto Level Utilizing a finely tuned magnetic damping system, AT-B series automatic levels quickly level and stabilise the line of sight. These precision instruments ensure reliable leveling even when working near heavy equipment or busy highways where fine vibrations could be present. The automatic levels feature IPX6 protection against powerful water jets from all directions and are fully resistant to driving rain and splashing water. Horizontal angles can be directly read in 1? or 1gon units. Free rotation feature allows you to read any angle from zero. The circle is covered for protection against dirt and scratch. The readout window is located below the eyepiece for quick reading.","https://lyndons.com.au/products/machinery-equipment-lasers-receivers/laser-automatic-level-at-b4-24-x-magnification","https://lyndons.com.au/media/cache/435x435_webp/2/3/2393/iASLeR6Thpd57yyM/leve0512.webp","https://www.topconpositioning.com/","","2026-09-21"
"QSET107","Lanko 173","Lanko","Lanko (brand listed by Lyndons; exact manufacturer not independently verified)","Concrete & cement","Pack / unit: confirm with branch","Lanko 173. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/concrete-cement-products-equipment-repair-products/lanko-173","https://lyndons.com.au/media/cache/435x435_webp/0/9/249/MD0mJIze0Bsn7SLI/fixyl0bu4p444kgo.webp","","The source has no detailed description. Ask the branch for specifications.","2026-09-21"
"QSET160","Lanko 133","Lanko","Lanko (brand listed by Lyndons; exact manufacturer not independently verified)","Concrete & cement","Pack / unit: confirm with branch","Lanko 133. Detailed specifications are not provided in the source listing. Please confirm the required specification with your branch.","https://lyndons.com.au/products/concrete-cement-products-equipment-repair-products/lanko-133","https://lyndons.com.au/media/cache/435x435_webp/2/8/248/eb57TdbYcrR8hdcH/sylz7yziiqsw0gcg.webp","","The source has no detailed description. Ask the branch for specifications.","2026-09-21"
"KRYS015","KGM-400 Primer 15 Litre","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","Pack / unit: confirm with branch","KGM-400 is a single component, general purpose primer used to enhance the bond of water-based coatings. It is a penetrative primer with good adhesion properties.
KGM-400 can be used to prime porous substrates over which a water-based membrane or coating will be applied. This includes internal wet areas, dry surfaces, concrete and masonry substrates and cement-based sheeting.","https://lyndons.com.au/products/waterproofing-membranes/kgm-400-primer-15-litre","https://lyndons.com.au/media/cache/435x435_webp/1/8/1108/EhkQWWqR0rzavgyf/krys015.webp","","","2026-09-21"
"KRYST15","Krystol T1 — 5kg (K-210-05)","Kryton","Kryton (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","5kg (K-210-05)","Krystol T1 is a surface-applied crystalline slurry treatment that transforms new of existing concrete into a permanent waterproof barrier. Krystol T1 contain Krystol® waterproofing chemicals. Krystol T1 lowers the permeability of the concrete to protect against the ingress of water and waterborne chemicals. Since it becomes integral to the concrete, it can be applied to either the positive (wet) or negative (dry) side of the water pressure which allows reliable hydrostatic waterproofing protection and remediation for even the most difficult applications.","https://lyndons.com.au/products/waterproofing-membranes/krystol-t1","https://lyndons.com.au/media/cache/435x435_webp/0/1/1101/LnB0smYO6PkPlquE/kryst15.webp","","","2026-09-21"
"KRYST125","Krystol T1 — 25kg (K-210-25)","Kryton","Kryton (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","25kg (K-210-25)","Krystol T1 is a surface-applied crystalline slurry treatment that transforms new of existing concrete into a permanent waterproof barrier. Krystol T1 contain Krystol® waterproofing chemicals. Krystol T1 lowers the permeability of the concrete to protect against the ingress of water and waterborne chemicals. Since it becomes integral to the concrete, it can be applied to either the positive (wet) or negative (dry) side of the water pressure which allows reliable hydrostatic waterproofing protection and remediation for even the most difficult applications.","https://lyndons.com.au/products/waterproofing-membranes/krystol-t1","https://lyndons.com.au/media/cache/435x435_webp/0/1/1101/LnB0smYO6PkPlquE/kryst15.webp","","","2026-09-21"
"KRYS020","KGM-500 Water-Based Primer – Part A & B Epoxy Primer & Sealer 20 Litre","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Bonding & sealants","Pack / unit: confirm with branch","KGM-500 is a high performance, two-part epoxy primer and sealer used in conjunction with solvent or water-based coatings. It can also be used on damp surfaces to speed up construction time.","https://lyndons.com.au/products/bonding-sealants-primers/kgm-500-water-based-primer-part-a-and-b-epoxy-primer-and-sealer-20-litre","https://lyndons.com.au/media/cache/435x435_webp/0/7/1107/ropBp0tdGzMkGvuT/krys020.webp","","","2026-09-21"
"KRYSKGM425","KGM-425 General Purpose Solvent Based Primer 5 Litre","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Bonding & sealants","Pack / unit: confirm with branch","KGM-425 is a single component, solvent-based primer formulated to prime most surfaces prior to using KGM-100. It is a penetrative primer with strong adhesion properties and enhances the performance and functionality of the waterproofing membrane.","https://lyndons.com.au/products/bonding-sealants-primers/kgm-425-general-purpose-solvent-based-primer-5-litre","https://lyndons.com.au/media/cache/435x435_webp/0/4/1104/9IFDusbtAwdeTCcw/kryskgm425.webp","","","2026-09-21"
"KRYS010","KGM-200 Water Based Polyurethane Membrane 15 Litre","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","Pack / unit: confirm with branch","KGM-200 is a water-based polyurethane Class III waterproofing membrane. It cures to form a durable, odourless, impervious seamless membrane that resists re-emulsifying after it has fully dried.
It is designed for both internal and non-exposed external applications. Typical areas of application include bathrooms and wet areas, planter boxes, balconies, tiled or topped decks and water tanks.""","https://lyndons.com.au/products/waterproofing-membranes/kgm-200-water-based-polyurethane-membrane-15-litre","https://lyndons.com.au/media/cache/435x435_webp/0/0/1110/OtsapIYLTqvsF8GW/krys010.webp","","","2026-09-21"
"KRYSKGM100","KGM100 Solvent Based Polyurethane Membrane 15 Litre","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","Pack / unit: confirm with branch","KGM-100 is a single component moisture-curing polyurethane membrane, which is coated over surfaces to form a seamless watertight finish. When particular membrane molecules come in contact with moisture, KGM-100 cures to produce a solid but highly flexible material that will provide you with dependable waterproofing protection.
KGM-100 has a wide range of uses and is designed to waterproof most non-exposed external wet areas for above and below ground construction. Typical areas of application include retaining walls, planter boxes, balconies, non-exposed roof decks, elevator pits and equipment pits, detention tanks as well as tunnels and underground vaults.","https://lyndons.com.au/products/waterproofing-membranes/kgm100-solvent-based-polyurethane-membrane-15-litre","https://lyndons.com.au/media/cache/435x435_webp/2/2/242/5XmuhsdJqSldUDOc/ls9xkuvcxb4gwgok.webp","","","2026-09-21"
"KNIF1152","Knife Fluro 115 Ultra Grip (Grey)","Sterling","Sterling (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Ribbed body for improved hand grip with gloves
Die cast zinc construction for longer life
Large overlap above and below blade to prevent injuries.Ergonomic shape fits all size hands""","https://lyndons.com.au/products/safety-ppe-hand-tools/knife-fluro-115-ultra-grip-grey","https://lyndons.com.au/media/cache/435x435_webp/2/9/2549/uSy9H5nshJyHAz9R/knif1152.webp","","","2026-09-21"
"KJNT1003","Keyjoint With Stakes — 100mm x 3mtr with 4 x 350mm stakes","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","100mm x 3mtr with 4 x 350mm stakes","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection. They are self-supporting and height adjustable utilising the Danley™ “drive-n-twist” stake system. Keyjoint formwork can be used as a plain joint and are also compatible with temporary or permanent Rip-A-Strip™ capping profiles.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-with-stakes","https://lyndons.com.au/media/cache/435x435_webp/0/7/237/a5FcB2RuutH6s9QN/pd7jitoqs2ogco8k.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT1253","Keyjoint With Stakes — 125mm x 3mtr with 4 x 350mm stakes","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","125mm x 3mtr with 4 x 350mm stakes","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection. They are self-supporting and height adjustable utilising the Danley™ “drive-n-twist” stake system. Keyjoint formwork can be used as a plain joint and are also compatible with temporary or permanent Rip-A-Strip™ capping profiles.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-with-stakes","https://lyndons.com.au/media/cache/435x435_webp/0/7/237/a5FcB2RuutH6s9QN/pd7jitoqs2ogco8k.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT1503","Keyjoint With Stakes — 150mm x 3mtr with 4 x 350mm stakes","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","150mm x 3mtr with 4 x 350mm stakes","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection. They are self-supporting and height adjustable utilising the Danley™ “drive-n-twist” stake system. Keyjoint formwork can be used as a plain joint and are also compatible with temporary or permanent Rip-A-Strip™ capping profiles.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-with-stakes","https://lyndons.com.au/media/cache/435x435_webp/0/7/237/a5FcB2RuutH6s9QN/pd7jitoqs2ogco8k.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT2003","Keyjoint With Stakes — 200mm x 3mtr with 4 x 450mm stakes","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","200mm x 3mtr with 4 x 450mm stakes","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection. They are self-supporting and height adjustable utilising the Danley™ “drive-n-twist” stake system. Keyjoint formwork can be used as a plain joint and are also compatible with temporary or permanent Rip-A-Strip™ capping profiles.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-with-stakes","https://lyndons.com.au/media/cache/435x435_webp/0/7/237/a5FcB2RuutH6s9QN/pd7jitoqs2ogco8k.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT2503","Keyjoint With Stakes — 250mm x 3mtr with 4 x 550mm stakes","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","250mm x 3mtr with 4 x 550mm stakes","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection. They are self-supporting and height adjustable utilising the Danley™ “drive-n-twist” stake system. Keyjoint formwork can be used as a plain joint and are also compatible with temporary or permanent Rip-A-Strip™ capping profiles.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-with-stakes","https://lyndons.com.au/media/cache/435x435_webp/0/7/237/a5FcB2RuutH6s9QN/pd7jitoqs2ogco8k.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT35010","Keyjoint Stake — 350mm x 10mm","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","350mm x 10mm","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-stake","https://lyndons.com.au/media/cache/435x435_webp/2/1/1871/lP7NBc0fIRRROdV8/kjnt35010.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT45010","Keyjoint Stake — 450mm x 10mm","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","450mm x 10mm","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-stake","https://lyndons.com.au/media/cache/435x435_webp/2/1/1871/lP7NBc0fIRRROdV8/kjnt35010.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNT55010","Keyjoint Stake — 550mm x 10mm","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","550mm x 10mm","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-stake","https://lyndons.com.au/media/cache/435x435_webp/2/1/1871/lP7NBc0fIRRROdV8/kjnt35010.webp","https://danley.com.au/all-products","","2026-09-21"
"KEM005","Kemcrete — 5LTR","Dribond","Dribond (brand listed by Lyndons; exact manufacturer not independently verified)","Bonding & sealants","5LTR","Kemcrete is a premium bonding agent designed to improve adhesion between new and existing concrete, as well as to enhance the strength of mortars and renders. Suitable for use in a variety of construction applications, it provides a durable, water-resistant bond that ensures long-lasting performance. This versatile product is perfect for patching, tiling, or rendering, offering reliable results in both indoor and outdoor environments. Kemcrete is an acrylic liquid based admixture and primer for structurally sound concrete and mortar mixtures. Uses: Primer – use to bond screeds, renders and concrete toppings to porous concrete, brick, block etc","https://lyndons.com.au/products/bonding-sealants-primers/kemcrete","https://lyndons.com.au/media/cache/435x435_webp/0/5/2265/HHHzSeKtEygloti7/kem005.webp","","","2026-09-21"
"KEM020","Kemcrete — 20LTR","Dribond","Dribond (brand listed by Lyndons; exact manufacturer not independently verified)","Bonding & sealants","20LTR","Kemcrete is a premium bonding agent designed to improve adhesion between new and existing concrete, as well as to enhance the strength of mortars and renders. Suitable for use in a variety of construction applications, it provides a durable, water-resistant bond that ensures long-lasting performance. This versatile product is perfect for patching, tiling, or rendering, offering reliable results in both indoor and outdoor environments. Kemcrete is an acrylic liquid based admixture and primer for structurally sound concrete and mortar mixtures. Uses: Primer – use to bond screeds, renders and concrete toppings to porous concrete, brick, block etc","https://lyndons.com.au/products/bonding-sealants-primers/kemcrete","https://lyndons.com.au/media/cache/435x435_webp/0/5/2265/HHHzSeKtEygloti7/kem005.webp","","","2026-09-21"
"KJNTR10","KeyJoint Removable Capping 10mm Black 25m (sold per roll)","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","Pack / unit: confirm with branch","Danley™ Keyjoint is a metal joint system which enables loads to be transferred between adjoining slabs while allowing lateral movement and limiting differential deflection.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-removable-capping-10mm-black-25m-sold-per-roll","https://lyndons.com.au/media/cache/435x435_webp/0/2/1872/MQt1WrLzVWo0cQAk/kjntr10.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNTP13","KeyJoint Permanent Capping 25m Roll (sold per roll) — Black","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","Black","Danley keyjoint capping is a permanent capping designed to be installed along the top of a Danley keyjoint. The fins on the side of the capping ensure that it remains anchored firmly in the concrete. The innovative Rip-a-strip on the top of the capping can be peeled off after the concrete has been set to leave a clean, slurry-free finish.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-permanent-capping-25m-roll-sold-per-roll","https://lyndons.com.au/media/cache/435x435_webp/0/4/234/LPZAW9X0Qv3j66DY/lnxu3sdeo000gg4o.webp","https://danley.com.au/all-products","","2026-09-21"
"KJNTP15","KeyJoint Permanent Capping 25m Roll (sold per roll) — Grey","Danley","Danley (brand listed by Lyndons; exact manufacturer not independently verified)","Joint systems","Grey","Danley keyjoint capping is a permanent capping designed to be installed along the top of a Danley keyjoint. The fins on the side of the capping ensure that it remains anchored firmly in the concrete. The innovative Rip-a-strip on the top of the capping can be peeled off after the concrete has been set to leave a clean, slurry-free finish.","https://lyndons.com.au/products/joint-systems-keyjoint/keyjoint-permanent-capping-25m-roll-sold-per-roll","https://lyndons.com.au/media/cache/435x435_webp/0/4/234/LPZAW9X0Qv3j66DY/lnxu3sdeo000gg4o.webp","https://danley.com.au/all-products","","2026-09-21"
"MFMT003","Kerb & Gutter Profile Trowel MFKGT","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Kerb Gutter Profile Trowel is designed with s a steel blade shaped to finish 150mm kerb with a 38mm splay and give a 25mm radius to the kerb nosing and gutter coving - adjacent to footway.","https://lyndons.com.au/products/safety-ppe-hand-tools/kerb-and-gutter-profile-trowel-mfkgt","https://lyndons.com.au/media/cache/435x435_webp/2/3/233/78NirkWOU9qmBl6e/4rex2x8nobs4s4g8.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"MFMT002","Kerb & Gutter Crossing Trowel","MasterFinish","MasterFinish (brand listed by Lyndons; exact manufacturer not independently verified)","Concrete & cement","Pack / unit: confirm with branch","Kerb and gutter crossing profile trowel
Carbon steel blade
Moulded Plastic grip","https://lyndons.com.au/products/concrete-cement-products-equipment-concreting-equipment/kerb-and-gutter-crossing-trowel","https://lyndons.com.au/media/cache/435x435_webp/0/6/1206/smgD0cQQQV7h5MZA/mfmt002.webp","https://www.agpulie.com.au/DOWNLOADS","","2026-09-21"
"JTEXA10075","Bitumen Conform Per Length — 10mm x 75mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 75mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA10100","Bitumen Conform Per Length — 10mm x 100mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 100mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
